Va	Vb	Vc	Ia	Ib	Ic
0.083432102	0.102172907	0.841430872	0.630929764	0.606153723	0.134851589
0.868895434	0.090521646	0.077565891	0.162677817	0.67132673	0.659290257
0.415565943	0.877670041	0.462131254	0.589724303	0.170561893	0.626246741
0.855777014	0.12310686	0.863042401	0.155730726	0.588393999	0.154979048
0.123718179	0.111774682	0.149505943	0.615735958	0.613434289	0.615018929
0.883151369	0.040855835	0.876148373	0.174956376	0.692995589	0.170645403
0.124669704	0.103198637	0.841595535	0.624089282	0.598335336	0.135119244
0.045358639	0.048127083	0.053194454	0.655988654	0.656110397	0.656054949
0.480867002	0.410030606	0.877383451	0.559260703	0.517670485	0.17045152
0.092589852	0.080352267	0.868995894	0.667806449	0.656975183	0.162693564
0.014658414	0.014359832	0.88229427	0.697136975	0.696840756	0.175657999
0.876548866	0.884265702	5.49982E-06	0.171061571	0.176449934	0.699624469
0.044916076	0.048616365	0.05055007	0.657128658	0.658422765	0.659182606
0.145372181	0.825515837	0.147731664	0.57496118	0.119149267	0.605311785
0.825840396	0.281000725	0.297920747	0.118489137	0.610404105	0.582954309
0.143138605	0.825531036	0.149505605	0.573804277	0.11851132	0.601642456
0.881473508	4.94805E-06	4.79073E-06	0.175333541	0.699521462	0.699677488
0.092777549	0.099648817	0.841706227	0.62932296	0.604408014	0.134963326
0.438880801	0.438876082	0.877783104	0.626684467	0.596344223	0.170647034
0.217829956	0.826116784	0.217859568	0.580183104	0.119285673	0.608998225
0.103201735	0.078945388	0.856180011	0.643571367	0.623540129	0.149718986
0.47007978	0.415481388	0.877343347	0.57517226	0.535943873	0.170526067
0.841849397	0.092731001	0.099660288	0.134798739	0.629602965	0.604378738
0.868704862	0.081272026	0.078165289	0.162580558	0.674614336	0.662697678
0.87165116	0.874467616	0.046820896	0.164791112	0.168294034	0.657993728
0.825650687	0.277022116	0.27910302	0.118331902	0.611747609	0.584009173
0.051621249	0.053699486	0.057871078	0.653855113	0.653913042	0.653985324
0.14686995	0.132729057	0.826110369	0.601428727	0.572133548	0.119815855
0.872140709	0.87426684	0.047555253	0.165271045	0.168448601	0.658871443
